Lote,Endereco,link,Titulo,Descricao,Total_Fotos,Rotulo,Valor (R$),Data
Terreno,"Itatiba / SP - Moenda Rua Egidio Evangelista,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/moenda/rua-egidio-evangelista-s-nº/33580-206031,Terreno à venda em leilão,,0,2º leilão,174626.4040,08/08/2025 às 16:00
Terreno,"Itatiba / SP - Vivendas do Engenho D'Água Rua Braulio Augusto Bianco,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/vivendas-do-engenho-d'agua/rua-braulio-augusto-bianco-s-nº/33588-206195,Casa à venda em leilão,,0,1º leilão,154157.78,18/07/2025 às 16:00
Terreno,"Itatiba / SP - Vivendas do Engenho D'Água Rua Braulio Augusto Bianco,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/vivendas-do-engenho-d'agua/rua-braulio-augusto-bianco-s-nº/33588-206195,Casa à venda em leilão,,0,2º leilão,92494.6740,08/08/2025 às 16:00
Casa,"Catalão / GO - Alto da Boa Vista Ii Rua D,  290",https://www.portalzuk.com.br/imovel/go/catalao/alto-da-boa-vista-ii/rua-d-290/33478-205176,Terreno à venda em leilão,,0,Lance inicial,990000.0012,21/07/2025 às 10:00
Casa,"São Paulo / SP - Vila Dom Pedro I Rua Salvador Simões,  1043",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-dom-pedro-i/rua-salvador-simoes-1043/33110-202308,Casa à venda em leilão,,0,1º leilão,498174.03,30/06/2025 às 10:00
Casa,"São Paulo / SP - Vila Dom Pedro I Rua Salvador Simões,  1043",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-dom-pedro-i/rua-salvador-simoes-1043/33110-202308,Casa à venda em leilão,,0,2º leilão,448356.6310,21/07/2025 às 10:00
Casa,"Osasco / SP - Presidente Altino Rua Maria Carmem Panica,  259/267",https://www.portalzuk.com.br/imovel/sp/osasco/presidente-altino/rua-maria-carmem-panica-259-267/33330-203887,Terreno à venda em leilão,,0,1º leilão,1149305.88,30/06/2025 às 10:10
Casa,"Osasco / SP - Presidente Altino Rua Maria Carmem Panica,  259/267",https://www.portalzuk.com.br/imovel/sp/osasco/presidente-altino/rua-maria-carmem-panica-259-267/33330-203887,Terreno à venda em leilão,,0,2º leilão,804514.1230,21/07/2025 às 10:10
Casa,"Orlândia / SP - Centro Rua Um,  886",https://www.portalzuk.com.br/imovel/sp/orlandia/centro/rua-um-886/33433-204812,Casa à venda em leilão,,0,Lance inicial,447535.0045,21/07/2025 às 10:30
Terreno,"Morro Agudo / SP - Centro Rua São Paulo,  S/n",https://www.portalzuk.com.br/imovel/sp/morro-agudo/centro/rua-sao-paulo-s-n/33433-204813,Casa à venda em leilão,,0,Lance inicial,133226.3672,21/07/2025 às 10:32
Terreno,"Morro Agudo / SP - Centro Rua São Paulo,  S/n",https://www.portalzuk.com.br/imovel/sp/morro-agudo/centro/rua-sao-paulo-s-n/33433-204814,Casa à venda em leilão,,0,Lance inicial,95986.6072,21/07/2025 às 10:34
Casa,"Sales Oliveira / SP - Jardim Alto Limpo Rua José Bonifácio,  1042",https://www.portalzuk.com.br/imovel/sp/sales-oliveira/jardim-alto-limpo/rua-jose-bonifacio-1042/33433-204815,Casa à venda em leilão,,0,Lance inicial,359163.195,21/07/2025 às 10:36
Casa,"Joinville / SC - Saguaçu Rua Chapecó,  265",https://www.portalzuk.com.br/imovel/sc/joinville/saguacu/rua-chapeco-265/33155-202746,Casa à venda em leilão,,0,1º leilão,2737653.26,18/06/2025 às 10:40
Casa,"Joinville / SC - Saguaçu Rua Chapecó,  265",https://www.portalzuk.com.br/imovel/sc/joinville/saguacu/rua-chapeco-265/33155-202746,Casa à venda em leilão,,0,2º leilão,1642591.9540,21/07/2025 às 10:40
Apartamento,"Osasco / SP - Conceição Rua Agostinho Navarro,  971",https://www.portalzuk.com.br/imovel/sp/osasco/conceicao/rua-agostinho-navarro-971/33277-203667,Apartamento à venda em leilão,,0,1º leilão,184973.98,30/06/2025 às 10:50
Apartamento,"Osasco / SP - Conceição Rua Agostinho Navarro,  971",https://www.portalzuk.com.br/imovel/sp/osasco/conceicao/rua-agostinho-navarro-971/33277-203667,Apartamento à venda em leilão,,0,2º leilão,120233.0935,21/07/2025 às 10:50
Casa,"Palmeiras de Goiás / GO - Setor Martinho Rua D-14,  S/n",https://www.portalzuk.com.br/imovel/go/palmeiras-de-goias/setor-martinho/rua-d_14-s-n/33514-205301,Terreno à venda em leilão,,0,1º leilão,646201.41,21/07/2025 às 11:00
Casa,"Palmeiras de Goiás / GO - Setor Martinho Rua D-14,  S/n",https://www.portalzuk.com.br/imovel/go/palmeiras-de-goias/setor-martinho/rua-d_14-s-n/33514-205301,Terreno à venda em leilão,,0,2º leilão,323100.7150,04/08/2025 às 11:00
Terreno,"Lins / SP - Loteamento Residencial Jardim Manoel Scalfi Rua Alcir José Parente,  S/n",https://www.portalzuk.com.br/imovel/sp/lins/loteamento-residencial-jardim-manoel-scalfi/rua-alcir-jose-parente-s-n/33485-205206,Casa à venda em leilão,,0,1º leilão,79864.44,21/07/2025 às 11:00
Terreno,"Lins / SP - Loteamento Residencial Jardim Manoel Scalfi Rua Alcir José Parente,  S/n",https://www.portalzuk.com.br/imovel/sp/lins/loteamento-residencial-jardim-manoel-scalfi/rua-alcir-jose-parente-s-n/33485-205206,Casa à venda em leilão,,0,2º leilão,80126.24,28/07/2025 às 11:00
Apartamento,"Osasco / SP - Jaguaribe Avenida José Júlio,  541",https://www.portalzuk.com.br/imovel/sp/osasco/jaguaribe/avenida-jose-julio-541/33423-204769,Casa à venda em leilão,,0,1º leilão,171175.79,30/06/2025 às 11:00
Apartamento,"Osasco / SP - Jaguaribe Avenida José Júlio,  541",https://www.portalzuk.com.br/imovel/sp/osasco/jaguaribe/avenida-jose-julio-541/33423-204769,Casa à venda em leilão,,0,2º leilão,102705.4740,21/07/2025 às 11:00
Casa,"São Paulo / SP - Jardim Ana Rosa Rua Professor Bourhan Helou,  210",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-ana-rosa/rua-professor-bourhan-helou-210/33514-205735,Apartamento à venda em leilão,,0,1º leilão,775130.00,21/07/2025 às 11:01
Casa,"São Paulo / SP - Jardim Ana Rosa Rua Professor Bourhan Helou,  210",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-ana-rosa/rua-professor-bourhan-helou-210/33514-205735,Apartamento à venda em leilão,,0,2º leilão,387565.0050,04/08/2025 às 11:01
Casa,"Cuiabá / MT - Jardim Califórnia Rua Santa Fé,  25",https://www.portalzuk.com.br/imovel/mt/cuiaba/jardim-california/rua-santa-fe-25/33542-205684,Casa à venda em leilão,,0,1º leilão,630957.68,21/07/2025 às 11:02
Casa,"Cuiabá / MT - Jardim Califórnia Rua Santa Fé,  25",https://www.portalzuk.com.br/imovel/mt/cuiaba/jardim-california/rua-santa-fe-25/33542-205684,Casa à venda em leilão,,0,2º leilão,300600.0052,23/07/2025 às 11:02
Casa,"Sapezal / MT - Cidezal Ii Rua do Cara,  1529",https://www.portalzuk.com.br/imovel/mt/sapezal/cidezal-ii/rua-do-cara-1529/33542-205685,Apartamento à venda em leilão,,0,1º leilão,1091190.11,21/07/2025 às 11:05
Casa,"Sapezal / MT - Cidezal Ii Rua do Cara,  1529",https://www.portalzuk.com.br/imovel/mt/sapezal/cidezal-ii/rua-do-cara-1529/33542-205685,Apartamento à venda em leilão,,0,2º leilão,644649.8841,23/07/2025 às 11:05
Casa,"Ribeirão Preto / SP - Parque dos Flamboyans Rua José Neumaier,  240",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/parque-dos-flamboyans/rua-jose-neumaier-240/33542-205686,Apartamento à venda em leilão,,0,1º leilão,300000.00,21/07/2025 às 11:08
Casa,"Ribeirão Preto / SP - Parque dos Flamboyans Rua José Neumaier,  240",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/parque-dos-flamboyans/rua-jose-neumaier-240/33542-205686,Apartamento à venda em leilão,,0,2º leilão,181674.4239,23/07/2025 às 11:08
Casa,"Ribeirão Preto / SP - Residencial e Comercial Palmares Rua Isaías José Ferreira,  1102",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/residencial-e-comercial-palmares/rua-isaias-jose-ferreira-1102/33542-205687,Apartamento à venda em leilão,,0,1º leilão,733384.50,21/07/2025 às 11:11
Casa,"Ribeirão Preto / SP - Residencial e Comercial Palmares Rua Isaías José Ferreira,  1102",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/residencial-e-comercial-palmares/rua-isaias-jose-ferreira-1102/33542-205687,Apartamento à venda em leilão,,0,2º leilão,516680.1330,23/07/2025 às 11:11
Casa,"Curitiba / PR - Bairro Alto Rua João Ramalho,  415",https://www.portalzuk.com.br/imovel/pr/curitiba/bairro-alto/rua-joao-ramalho-415/33542-205688,Apartamento à venda em leilão,,0,1º leilão,1521243.50,21/07/2025 às 11:14
Casa,"Curitiba / PR - Bairro Alto Rua João Ramalho,  415",https://www.portalzuk.com.br/imovel/pr/curitiba/bairro-alto/rua-joao-ramalho-415/33542-205688,Apartamento à venda em leilão,,0,2º leilão,600000.0061,23/07/2025 às 11:14
Casa,"Santa Cecília / SC - Adolfo Correa da Silva Rua Cabo João Maria Teixeira Palhano,  734",https://www.portalzuk.com.br/imovel/sc/santa-cecilia/adolfo-correa-da-silva/rua-cabo-joao-maria-teixeira-palhano-734/33542-205689,Apartamento à venda em leilão,,0,1º leilão,342839.93,21/07/2025 às 11:17
Casa,"Santa Cecília / SC - Adolfo Correa da Silva Rua Cabo João Maria Teixeira Palhano,  734",https://www.portalzuk.com.br/imovel/sc/santa-cecilia/adolfo-correa-da-silva/rua-cabo-joao-maria-teixeira-palhano-734/33542-205689,Apartamento à venda em leilão,,0,2º leilão,187800.0045,23/07/2025 às 11:17
Apartamento,"Mogi das Cruzes / SP - Jardim São Pedro Rua Doutor Rômulo Pasqualini,  355",https://www.portalzuk.com.br/imovel/sp/mogi-das-cruzes/jardim-sao-pedro/rua-doutor-romulo-pasqualini-355/33542-205996,Apartamento à venda em leilão,,0,1º leilão,529066.07,21/07/2025 às 11:20
Apartamento,"Mogi das Cruzes / SP - Jardim São Pedro Rua Doutor Rômulo Pasqualini,  355",https://www.portalzuk.com.br/imovel/sp/mogi-das-cruzes/jardim-sao-pedro/rua-doutor-romulo-pasqualini-355/33542-205996,Apartamento à venda em leilão,,0,2º leilão,406111.2523,23/07/2025 às 11:20
Apartamento,"Goiânia / GO - Jardim Atlântico Avenida Leblon,  147",https://www.portalzuk.com.br/imovel/go/goiania/jardim-atlantico/avenida-leblon-147/33542-205997,Apartamento à venda em leilão,,0,1º leilão,835978.63,21/07/2025 às 11:23
Apartamento,"Goiânia / GO - Jardim Atlântico Avenida Leblon,  147",https://www.portalzuk.com.br/imovel/go/goiania/jardim-atlantico/avenida-leblon-147/33542-205997,Apartamento à venda em leilão,,0,2º leilão,262200.0069,23/07/2025 às 11:23
Apartamento,"Caruaru / PE - Universitário Avenida Portugal,  897",https://www.portalzuk.com.br/imovel/pe/caruaru/universitario/avenida-portugal-897/33542-205998,www.portalzuk.com.br,,0,1º leilão,673846.04,21/07/2025 às 11:26
Apartamento,"Caruaru / PE - Universitário Avenida Portugal,  897",https://www.portalzuk.com.br/imovel/pe/caruaru/universitario/avenida-portugal-897/33542-205998,www.portalzuk.com.br,,0,2º leilão,276343.7059,23/07/2025 às 11:26
Apartamento,"Maceió / AL - Farol Rua Manoel Maia Nobre,  558",https://www.portalzuk.com.br/imovel/al/maceio/farol/rua-manoel-maia-nobre-558/33542-205999,Apartamento à venda em leilão,,0,1º leilão,431000.00,21/07/2025 às 11:29
Apartamento,"Maceió / AL - Farol Rua Manoel Maia Nobre,  558",https://www.portalzuk.com.br/imovel/al/maceio/farol/rua-manoel-maia-nobre-558/33542-205999,Apartamento à venda em leilão,,0,2º leilão,288490.0333,23/07/2025 às 11:29
Apartamento,"Curitiba / PR - Centro Rua Riachuelo,  110",https://www.portalzuk.com.br/imovel/pr/curitiba/centro/rua-riachuelo-110/33542-206000,Casa à venda em leilão,,0,1º leilão,308000.00,21/07/2025 às 11:32
Apartamento,"Curitiba / PR - Centro Rua Riachuelo,  110",https://www.portalzuk.com.br/imovel/pr/curitiba/centro/rua-riachuelo-110/33542-206000,Casa à venda em leilão,,0,2º leilão,184800.0040,23/07/2025 às 11:32
Casa,"Tangará da Serra / MT - Jardim Tarumã Avenida Zelino Agostinho Lorenzetti,  184N",https://www.portalzuk.com.br/imovel/mt/tangara-da-serra/jardim-taruma/avenida-zelino-agostinho-lorenzetti-184n/33542-206001,www.portalzuk.com.br,,0,1º leilão,822574.70,21/07/2025 às 11:35
Casa,"Tangará da Serra / MT - Jardim Tarumã Avenida Zelino Agostinho Lorenzetti,  184N",https://www.portalzuk.com.br/imovel/mt/tangara-da-serra/jardim-taruma/avenida-zelino-agostinho-lorenzetti-184n/33542-206001,www.portalzuk.com.br,,0,2º leilão,748160.439,23/07/2025 às 11:35
Casa,"Cuiabá / MT - Cidade Alta Rua Massuo Toyotomi,  985",https://www.portalzuk.com.br/imovel/mt/cuiaba/cidade-alta/rua-massuo-toyotomi-985/33542-206002,www.portalzuk.com.br,,0,1º leilão,1677644.59,21/07/2025 às 11:38
Casa,"Cuiabá / MT - Cidade Alta Rua Massuo Toyotomi,  985",https://www.portalzuk.com.br/imovel/mt/cuiaba/cidade-alta/rua-massuo-toyotomi-985/33542-206002,www.portalzuk.com.br,,0,2º leilão,1139415.3332,23/07/2025 às 11:38
Casa,"Palmas / TO - Plano Diretor Sul Quadra Arso 53 Alameda 28,  s/n°",https://www.portalzuk.com.br/imovel/to/palmas/plano-diretor-sul/quadra-arso-53-alameda-28-s-n°/33542-206003,www.portalzuk.com.br,,0,1º leilão,515907.35,21/07/2025 às 11:41
Casa,"Palmas / TO - Plano Diretor Sul Quadra Arso 53 Alameda 28,  s/n°",https://www.portalzuk.com.br/imovel/to/palmas/plano-diretor-sul/quadra-arso-53-alameda-28-s-n°/33542-206003,www.portalzuk.com.br,,0,2º leilão,337415.2035,23/07/2025 às 11:41
Casa,"Dois Vizinhos / PR - Zona Norte Rua Atanasio Pires,  622",https://www.portalzuk.com.br/imovel/pr/dois-vizinhos/zona-norte/rua-atanasio-pires-622/33542-206004,www.portalzuk.com.br,,0,1º leilão,1171269.35,21/07/2025 às 11:44
Casa,"Dois Vizinhos / PR - Zona Norte Rua Atanasio Pires,  622",https://www.portalzuk.com.br/imovel/pr/dois-vizinhos/zona-norte/rua-atanasio-pires-622/33542-206004,www.portalzuk.com.br,,0,2º leilão,668184.3643,23/07/2025 às 11:44
Apartamento,"Santo André / SP - Vila Junqueira Rua Brasílio Rodrigues,  309",https://www.portalzuk.com.br/imovel/sp/santo-andre/vila-junqueira/rua-brasilio-rodrigues-309/33542-206005,Casa à venda em leilão,,0,1º leilão,389352.41,21/07/2025 às 11:47
Apartamento,"Santo André / SP - Vila Junqueira Rua Brasílio Rodrigues,  309",https://www.portalzuk.com.br/imovel/sp/santo-andre/vila-junqueira/rua-brasilio-rodrigues-309/33542-206005,Casa à venda em leilão,,0,2º leilão,261116.7033,23/07/2025 às 11:47
Casa,"Camaçari / BA - Módulos de Arembepe Rua da Encarnação,  s/n",https://www.portalzuk.com.br/imovel/ba/camacari/modulos-de-arembepe/rua-da-encarnacao-s-n/33456-205042,www.portalzuk.com.br,,0,Lance inicial,348748.0061,21/07/2025 às 11:30
Terreno,"Juquitiba / SP - Barnabés Rua Luiz Antonio Leonor Machado ,  s/n",https://www.portalzuk.com.br/imovel/sp/juquitiba/barnabes/rua-luiz-antonio-leonor-machado-s-n/33335-203949,www.portalzuk.com.br,,0,1º leilão,156937.91,30/06/2025 às 11:30
Terreno,"Juquitiba / SP - Barnabés Rua Luiz Antonio Leonor Machado ,  s/n",https://www.portalzuk.com.br/imovel/sp/juquitiba/barnabes/rua-luiz-antonio-leonor-machado-s-n/33335-203949,www.portalzuk.com.br,,0,2º leilão,94162.7540,21/07/2025 às 11:30
Casa,"Matinhos / PR - Jardim Presidente Vargas Rua Rebouças (Rua dos Sombreros),  23",https://www.portalzuk.com.br/imovel/pr/matinhos/jardim-presidente-vargas/rua-reboucas-(rua-dos-sombreros)-23/33456-205044,www.portalzuk.com.br,,0,Lance inicial,165000.0051,21/07/2025 às 11:34
Sala Comercial,"Rio de Janeiro / RJ - Jacarepaguá Avenida Embaixador Abelardo Bueno,  3300",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/jacarepagua/avenida-embaixador-abelardo-bueno-3300/33456-205045,www.portalzuk.com.br,,0,Lance inicial,148000.0060,21/07/2025 às 11:36
Casa,"Brasília / DF - Setor Leste Quadra Quadra 4 Conjunto 13,  s/nº",https://www.portalzuk.com.br/imovel/df/brasilia/setor-leste/quadra-quadra-4-conjunto-13-s-nº/33456-205046,Casa à venda em leilão,,0,Lance inicial,81347.0060,21/07/2025 às 11:38
Casa,"Araçatuba / SP - Residencial Jardim Atlântico Rua Elza Almeida Lemos,  1095",https://www.portalzuk.com.br/imovel/sp/aracatuba/residencial-jardim-atlantico/rua-elza-almeida-lemos-1095/33456-205047,www.portalzuk.com.br,,0,Lance inicial,65000.0056,21/07/2025 às 11:40
Apartamento,"Rio de Janeiro / RJ - Penha Rua Montevidéu,  1101",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/penha/rua-montevideu-1101/33456-205048,www.portalzuk.com.br,,0,Lance inicial,95000.0048,21/07/2025 às 11:42
Apartamento,"Rio de Janeiro / RJ - Freguesia Jacarepaguá Rua Araguaia,  460",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/freguesia-jacarepagua/rua-araguaia-460/33456-205050,Apartamento à venda em leilão,,0,Lance inicial,420000.0048,21/07/2025 às 11:46
Casa,"Cotia / SP - Colonial Village Rua Miosótis,  264",https://www.portalzuk.com.br/imovel/sp/cotia/colonial-village/rua-miosotis-264/33456-205052,www.portalzuk.com.br,,0,Lance inicial,950000.0041,21/07/2025 às 11:50
Apartamento,"São Paulo / SP - Morumbi Rua Adalívia de Toledo,  247",https://www.portalzuk.com.br/imovel/sp/sao-paulo/morumbi/rua-adalivia-de-toledo-247/33456-205054,Apartamento à venda em leilão,,0,Lance inicial,920000.0049,21/07/2025 às 11:54
Casa,"Cotia / SP - Bosque dos Pires Rua Miosótis,  230",https://www.portalzuk.com.br/imovel/sp/cotia/bosque-dos-pires/rua-miosotis-230/33456-205055,www.portalzuk.com.br,,0,Lance inicial,650000.0041,21/07/2025 às 11:56
Apartamento,"Campos dos Goytacazes / RJ - Parque Califórnia Avenida Alberto Lamego,  405",https://www.portalzuk.com.br/imovel/rj/campos-dos-goytacazes/parque-california/avenida-alberto-lamego-405/33456-205056,www.portalzuk.com.br,,0,Lance inicial,150000.0049,21/07/2025 às 11:58
Apartamento,"São Paulo / SP - Tatuapé Rua Honório Maia,  52",https://www.portalzuk.com.br/imovel/sp/sao-paulo/tatuape/rua-honorio-maia-52/33456-205057,Apartamento à venda em leilão,,0,Lance inicial,270000.0034,21/07/2025 às 12:00
Apartamento,"Campos dos Goytacazes / RJ - Parque Rosário Rua Visconde de Itaboraí,  631",https://www.portalzuk.com.br/imovel/rj/campos-dos-goytacazes/parque-rosario/rua-visconde-de-itaborai-631/33456-205058,Apartamento à venda em leilão,,0,Lance inicial,80000.0050,21/07/2025 às 12:02
Apartamento,"Campinas / SP - Vila Itapura Avenida Orosimbo Maia,  2120",https://www.portalzuk.com.br/imovel/sp/campinas/vila-itapura/avenida-orosimbo-maia-2120/33456-205059,Apartamento à venda em leilão,,0,Lance inicial,170000.0041,21/07/2025 às 12:04
Casa,"Cascavel / PR - São Cristóvão Rua Catanduvas,  1271",https://www.portalzuk.com.br/imovel/pr/cascavel/sao-cristovao/rua-catanduvas-1271/33456-205060,Casa à venda em leilão,,0,Lance inicial,570000.0037,21/07/2025 às 12:06
Casa,"Fernandópolis / SP - Conjunto Habitacional Vereador Antônio Brandini Rua Arcênio Joaquim,  134",https://www.portalzuk.com.br/imovel/sp/fernandopolis/conjunto-habitacional-vereador-antonio-brandini/rua-arcenio-joaquim-134/33456-205061,Apartamento à venda em leilão,,0,Lance inicial,189999.0046,21/07/2025 às 12:08
Casa,"São Paulo / SP - Vila Romana Rua Catão,  1487",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-romana/rua-catao-1487/33456-205062,Apartamento à venda em leilão,,0,Lance inicial,420000.0046,21/07/2025 às 12:10
Casa,"Ourinhos / SP - Vila Boa Esperança Rua Fernando Prestes,  156",https://www.portalzuk.com.br/imovel/sp/ourinhos/vila-boa-esperanca/rua-fernando-prestes-156/33456-205063,Casa à venda em leilão,,0,Lance inicial,270000.0049,21/07/2025 às 12:12
Apartamento,"São Paulo / SP - Vila Cruzeiro Rua Capitão Fonseca Rosa,  39",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-cruzeiro/rua-capitao-fonseca-rosa-39/33456-205065,Casa à venda em leilão,,0,Lance inicial,500000.0038,21/07/2025 às 12:16
Casa,"Barretos / SP - Ibirapuera Avenida Jundiaí,  70",https://www.portalzuk.com.br/imovel/sp/barretos/ibirapuera/avenida-jundiai-70/33456-205066,Apartamento à venda em leilão,,0,Lance inicial,180000.0038,21/07/2025 às 12:18
Apartamento,"São Paulo / SP - Vila Buarque Rua Aureliano Coutinho,  142",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-buarque/rua-aureliano-coutinho-142/33456-205134,Casa à venda em leilão,,0,Lance inicial,590000.0061,21/07/2025 às 12:20
Casa,"Campo Grande / MS - Mata do Jacinto Rua Marquês de Herval,  1319",https://www.portalzuk.com.br/imovel/ms/campo-grande/mata-do-jacinto/rua-marques-de-herval-1319/33456-205135,www.portalzuk.com.br,,0,Lance inicial,482000.0050,21/07/2025 às 12:22
Casa,"Campo Grande / MS - Tiradentes Rua da Nogueira,  281",https://www.portalzuk.com.br/imovel/ms/campo-grande/tiradentes/rua-da-nogueira-281/33456-205136,www.portalzuk.com.br,,0,Lance inicial,215000.0049,21/07/2025 às 12:24
Casa,"Manaus / AM - Novo Aleixo Avenida Antônio Sérgio Vieira Alves,  55",https://www.portalzuk.com.br/imovel/am/manaus/novo-aleixo/avenida-antonio-sergio-vieira-alves-55/33456-205137,Apartamento à venda em leilão,,0,Lance inicial,165000.0060,21/07/2025 às 12:26
Casa,"Curitibanos / SC - Água Santa Rua Wolny Westphal,  196",https://www.portalzuk.com.br/imovel/sc/curitibanos/agua-santa/rua-wolny-westphal-196/33456-205200,Casa à venda em leilão,,0,Lance inicial,220000.0042,21/07/2025 às 12:28
Casa,"São Bernardo do Campo / SP - Parque Anchieta Rua Matias de Albuquerque,  48",https://www.portalzuk.com.br/imovel/sp/sao-bernardo-do-campo/parque-anchieta/rua-matias-de-albuquerque-48/33456-205201,Sala Comercial à venda em leilão,,0,Lance inicial,380000.0048,21/07/2025 às 12:30
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Presidente Vargas,  482",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-presidente-vargas-482/33456-205202,Apartamento à venda em leilão,,0,Lance inicial,40000.0074,21/07/2025 às 12:32
Apartamento,"São Paulo / SP - Vila Buarque Rua Aureliano Coutinho,  142",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-buarque/rua-aureliano-coutinho-142/33456-205203,Casa à venda em leilão,,0,Lance inicial,590000.0061,21/07/2025 às 12:34
Sala Comercial,"Brasília / DF - Taguatinga Centro Setor Central,  s/n",https://www.portalzuk.com.br/imovel/df/brasilia/taguatinga-centro/setor-central-s-n/33456-205204,Casa à venda em leilão,,0,Lance inicial,249000.0050,21/07/2025 às 12:36
Apartamento,"Campos dos Goytacazes / RJ - Parque Flamboyant Rua Aurélio Francisco Gomes,  15",https://www.portalzuk.com.br/imovel/rj/campos-dos-goytacazes/parque-flamboyant/rua-aurelio-francisco-gomes-15/33456-205441,Casa à venda em leilão,,0,Lance inicial,140000.00,21/07/2025 às 12:40
Apartamento,"Sorocaba / SP - Jardim São Carlos Rua Sérgio Lamarca,  240",https://www.portalzuk.com.br/imovel/sp/sorocaba/jardim-sao-carlos/rua-sergio-lamarca-240/33283-203686,Casa à venda em leilão,,0,1º leilão,297784.42,01/07/2025 às 11:40
Apartamento,"Sorocaba / SP - Jardim São Carlos Rua Sérgio Lamarca,  240",https://www.portalzuk.com.br/imovel/sp/sorocaba/jardim-sao-carlos/rua-sergio-lamarca-240/33283-203686,Casa à venda em leilão,,0,2º leilão,178670.6540,21/07/2025 às 11:40
Apartamento,"Campinas / SP - Vila Ipê Rodovia Visconde de Porto Seguro,  200",https://www.portalzuk.com.br/imovel/sp/campinas/vila-ipe/rodovia-visconde-de-porto-seguro-200/33602-206249,Casa à venda em leilão,,0,1º leilão,650708.85,21/07/2025 às 13:10
Apartamento,"Campinas / SP - Vila Ipê Rodovia Visconde de Porto Seguro,  200",https://www.portalzuk.com.br/imovel/sp/campinas/vila-ipe/rodovia-visconde-de-porto-seguro-200/33602-206249,Casa à venda em leilão,,0,2º leilão,585637.9610,11/08/2025 às 13:10
Comercial / Industrial,"Mineiros do Tietê / SP - Centro Rua Municipal,  519",https://www.portalzuk.com.br/imovel/sp/mineiros-do-tiete/centro/rua-municipal-519/33601-206248,Vaga de Garagem à venda em leilão,,0,1º leilão,553482.49,21/07/2025 às 13:20
Comercial / Industrial,"Mineiros do Tietê / SP - Centro Rua Municipal,  519",https://www.portalzuk.com.br/imovel/sp/mineiros-do-tiete/centro/rua-municipal-519/33601-206248,Vaga de Garagem à venda em leilão,,0,2º leilão,387437.7430,11/08/2025 às 13:20
Comercial / Industrial,"Pirassununga / SP - Centro Avenida Newton Prado,  2260/2266",https://www.portalzuk.com.br/imovel/sp/pirassununga/centro/avenida-newton-prado-2260-2266/33288-203743,Vaga de Garagem à venda em leilão,,0,1º leilão,762523.37,30/06/2025 às 13:30
Comercial / Industrial,"Pirassununga / SP - Centro Avenida Newton Prado,  2260/2266",https://www.portalzuk.com.br/imovel/sp/pirassununga/centro/avenida-newton-prado-2260-2266/33288-203743,Vaga de Garagem à venda em leilão,,0,2º leilão,457514.0240,21/07/2025 às 13:30
Casa,"Manaus / AM - Cidade Nova Rua Plínio Paiva,  63",https://www.portalzuk.com.br/imovel/am/manaus/cidade-nova/rua-plinio-paiva-63/33489-205210,Vaga de Garagem à venda em leilão,,0,Lance inicial,56500.0061,21/07/2025 às 14:00
Casa,"Manaus / AM - Raiz Rua do Coqueiro,  98",https://www.portalzuk.com.br/imovel/am/manaus/raiz/rua-do-coqueiro-98/33489-205211,Vaga de Garagem à venda em leilão,,0,Lance inicial,256500.0032,21/07/2025 às 14:02
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202436,www.portalzuk.com.br,,0,1º leilão,54076.85,30/06/2025 às 14:20
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202436,www.portalzuk.com.br,,0,2º leilão,32446.1140,21/07/2025 às 14:20
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202437,www.portalzuk.com.br,,0,1º leilão,54076.85,30/06/2025 às 14:23
