Lote,Endereco,link,Titulo,Descricao,Total_Fotos,Rotulo,Valor (R$),Data
Terreno,"Cajati / SP - Vila Antunes Rua Adelino de Oliveira,  s/nº",https://www.portalzuk.com.br/imovel/sp/cajati/vila-antunes/rua-adelino-de-oliveira-s-nº/33391-204445,Casa à venda em leilão,,0,1º leilão,238011.23,07/07/2025 às 14:40
Terreno,"Cajati / SP - Vila Antunes Rua Adelino de Oliveira,  s/nº",https://www.portalzuk.com.br/imovel/sp/cajati/vila-antunes/rua-adelino-de-oliveira-s-nº/33391-204445,Casa à venda em leilão,,0,2º leilão,166607.8630,08/09/2025 às 14:40
Apartamento,"Nova Lima / MG - Vila da Serra Alameda do Morro,  190",https://www.portalzuk.com.br/imovel/mg/nova-lima/vila-da-serra/alameda-do-morro-190/33574-205988,Casa à venda em leilão,,0,1º leilão,5770129.79,10/09/2025 às 14:35
Apartamento,"Nova Lima / MG - Vila da Serra Alameda do Morro,  190",https://www.portalzuk.com.br/imovel/mg/nova-lima/vila-da-serra/alameda-do-morro-190/33574-205988,Casa à venda em leilão,,0,2º leilão,1759500.0070,12/09/2025 às 14:35
Casa,"São Paulo / SP - Vila Costa Melo Rua Aparecida da Costa Melo,  71",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-costa-melo/rua-aparecida-da-costa-melo-71/33574-205989,Casa à venda em leilão,,0,1º leilão,896964.68,10/09/2025 às 14:36
Casa,"São Paulo / SP - Vila Costa Melo Rua Aparecida da Costa Melo,  71",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-costa-melo/rua-aparecida-da-costa-melo-71/33574-205989,Casa à venda em leilão,,0,2º leilão,812796.589,12/09/2025 às 14:36
Casa,"Sorocaba / SP - Jardim Saira Rua Vicente Matiello,  329",https://www.portalzuk.com.br/imovel/sp/sorocaba/jardim-saira/rua-vicente-matiello-329/33574-205990,Casa à venda em leilão,,0,1º leilão,586293.45,10/09/2025 às 14:37
Casa,"Sorocaba / SP - Jardim Saira Rua Vicente Matiello,  329",https://www.portalzuk.com.br/imovel/sp/sorocaba/jardim-saira/rua-vicente-matiello-329/33574-205990,Casa à venda em leilão,,0,2º leilão,210000.0064,12/09/2025 às 14:37
Casa,"Belford Roxo / RJ - São Vicente Rua Capitão Alencar Batista de Carvalho,  127",https://www.portalzuk.com.br/imovel/rj/belford-roxo/sao-vicente/rua-capitao-alencar-batista-de-carvalho-127/33574-206205,www.portalzuk.com.br,,0,1º leilão,301006.78,10/09/2025 às 14:38
Casa,"Belford Roxo / RJ - São Vicente Rua Capitão Alencar Batista de Carvalho,  127",https://www.portalzuk.com.br/imovel/rj/belford-roxo/sao-vicente/rua-capitao-alencar-batista-de-carvalho-127/33574-206205,www.portalzuk.com.br,,0,2º leilão,240588.3020,12/09/2025 às 14:38
Casa,"Jundiaí / SP - Jardim Shangai Avenida Antônio Frederico Ozanan,  9700",https://www.portalzuk.com.br/imovel/sp/jundiai/jardim-shangai/avenida-antonio-frederico-ozanan-9700/33574-206206,www.portalzuk.com.br,,0,1º leilão,892564.45,10/09/2025 às 14:39
Casa,"Jundiaí / SP - Jardim Shangai Avenida Antônio Frederico Ozanan,  9700",https://www.portalzuk.com.br/imovel/sp/jundiai/jardim-shangai/avenida-antonio-frederico-ozanan-9700/33574-206206,www.portalzuk.com.br,,0,2º leilão,411107.1254,12/09/2025 às 14:39
Apartamento,"Atibaia / SP - Bairro das Brotas Estrada Municipal Nossa Senhora das Brotas,  1485",https://www.portalzuk.com.br/imovel/sp/atibaia/bairro-das-brotas/estrada-municipal-nossa-senhora-das-brotas-1485/33329-203886,Loja à venda,,0,Valor,49247.06,27/10/2025 às 10:00
Comercial / Industrial,"Camaçari / BA - Pólo Industrial de Camaçari Via de Ligação,  s/n",https://www.portalzuk.com.br/imovel/ba/camacari/polo-industrial-de-camacari/via-de-ligacao-s-n/33099-202064,Loja à venda,,0,,,
Comercial / Industrial,"Recife / PE - Boa Vista Avenida Conde da Boa Vista,  484",https://www.portalzuk.com.br/imovel/pe/recife/boa-vista/avenida-conde-da-boa-vista-484/32552-199062,Loja à venda,,0,,,
Área Rural,"Casimiro de Abreu / RJ - Zona Rural Rod. Br 101,  s/n°",https://www.portalzuk.com.br/imovel/rj/casimiro-de-abreu/zona-rural/rod.-br-101-s-n°/33038-201958,Loja à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Botafogo Rua Fernandes Guimarães,  25",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/botafogo/rua-fernandes-guimaraes-25/32875-200900,Loja à venda,,0,,,
Comercial / Industrial,"Blumenau / SC - Ponta Aguda Rua Missões,  378",https://www.portalzuk.com.br/imovel/sc/blumenau/ponta-aguda/rua-missoes-378/32877-200932,Loja à venda,,0,,,
Comercial / Industrial,"São Paulo / SP - Campos Elíseos Alameda Dino Bueno,  681, 687 e 693","https://www.portalzuk.com.br/imovel/sp/sao-paulo/campos-eliseos/alameda-dino-bueno-681,-687-e-693/29882-184307",Loja à venda,,0,,,
Sala Comercial,"São Paulo / SP - Jardim Paulista Alameda Franca,  1033",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-paulista/alameda-franca-1033/33203-202917,Loja à venda,,0,,,
Sala Comercial,"São Paulo / SP - Jardim Paulista Rua Pamplona,  1004",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-paulista/rua-pamplona-1004/33203-202918,Sala Comercial à venda,,0,,,
Sala Comercial,"Belo Horizonte / MG - Santa Tereza Avenida dos Andradas,  3323",https://www.portalzuk.com.br/imovel/mg/belo-horizonte/santa-tereza/avenida-dos-andradas-3323/32875-200901,Loja à venda,,0,,,
Terreno,"Itaúna / MG - Cidade Leonane Avenida Lenhita,  s/nº",https://www.portalzuk.com.br/imovel/mg/itauna/cidade-leonane/avenida-lenhita-s-nº/33038-201959,Conjunto Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Pinheiros Rua Butantã,  556",https://www.portalzuk.com.br/imovel/sp/sao-paulo/pinheiros/rua-butanta-556/33203-202919,Imóvel Comercial à venda,,0,,,
Terreno,"Campos dos Goytacazes / RJ - Área Rural Parque Joaquim Aeroporto,  s/n°",https://www.portalzuk.com.br/imovel/rj/campos-dos-goytacazes/area-rural/parque-joaquim-aeroporto-s-n°/33038-201960,www.portalzuk.com.br,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200902,www.portalzuk.com.br,,0,,,
Comercial / Industrial,"Porto Alegre / RS - Centro Avenida Pinto Bandeira,  471/475",https://www.portalzuk.com.br/imovel/rs/porto-alegre/centro/avenida-pinto-bandeira-471-475/32877-200934,www.portalzuk.com.br,,0,,,
Sala Comercial,"Campinas / SP - Cambuí Rua Coronel Quirino,  982",https://www.portalzuk.com.br/imovel/sp/campinas/cambui/rua-coronel-quirino-982/33203-202920,www.portalzuk.com.br,,0,,,
Terreno,"Barbacena / MG - Grogotó R Martiniano Rodrigues de Oliveira,  s/n°",https://www.portalzuk.com.br/imovel/mg/barbacena/grogoto/r-martiniano-rodrigues-de-oliveira-s-n°/33038-201961,Terreno à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Botafogo Rua Fernandes Guimarães,  25",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/botafogo/rua-fernandes-guimaraes-25/32875-200903,www.portalzuk.com.br,,0,,,
Sala Comercial,"São Paulo / SP - Centro Avenida São João,  313",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/avenida-sao-joao-313/32877-200935,Terreno à venda,,0,,,
Comercial / Industrial,"Salvador / BA - Parque Bela Vista Avenida Antônio Carlos Magalhães,  2719",https://www.portalzuk.com.br/imovel/ba/salvador/parque-bela-vista/avenida-antonio-carlos-magalhaes-2719/32877-200936,Terreno à venda,,0,,,
Terreno,"Belo Horizonte / MG - Olhos Dágua Rodovia Br-356,  s/nº",https://www.portalzuk.com.br/imovel/mg/belo-horizonte/olhos-dagua/rodovia-br_356-s-nº/33038-201962,Terreno à venda,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200904,www.portalzuk.com.br,,0,,,
Sala Comercial,"Belo Horizonte / MG - Santa Tereza Avenida dos Andradas,  3323",https://www.portalzuk.com.br/imovel/mg/belo-horizonte/santa-tereza/avenida-dos-andradas-3323/32875-200905,Conjunto Comercial à venda,,0,,,
Vaga de Garagem,"Belo Horizonte / MG - Savassi Rua Cláudio Manoel,  1125",https://www.portalzuk.com.br/imovel/mg/belo-horizonte/savassi/rua-claudio-manoel-1125/33038-203108,www.portalzuk.com.br,,0,,,
Comercial / Industrial,"Rio de Janeiro / RJ - Centro Rua Ouvidor,  54",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/rua-ouvidor-54/32877-200937,www.portalzuk.com.br,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200906,www.portalzuk.com.br,,0,,,
Comercial / Industrial,"Natal / RN - Lagoa Nova Avenida Prudente de Morais,  4055",https://www.portalzuk.com.br/imovel/rn/natal/lagoa-nova/avenida-prudente-de-morais-4055/32877-200938,Sala Comercial à venda,,0,,,
Terreno,"Nova Iguaçu / RJ - Centro Rua Comendador Francisco Baroni,  777",https://www.portalzuk.com.br/imovel/rj/nova-iguacu/centro/rua-comendador-francisco-baroni-777/32875-200907,Conjunto Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Centro Avenida São João,  313",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/avenida-sao-joao-313/32877-200939,Conjunto Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Cerqueira César Rua Haddock Lobo,  131",https://www.portalzuk.com.br/imovel/sp/sao-paulo/cerqueira-cesar/rua-haddock-lobo-131/32877-200940,Conjunto Comercial à venda,,0,,,
Casa,"São Paulo / SP - Morumbi Rua Desembargador Ulisses Dória,  105",https://www.portalzuk.com.br/imovel/sp/sao-paulo/morumbi/rua-desembargador-ulisses-doria-105/32875-200908,Conjunto Comercial à venda,,0,,,
Terreno,"Feira de Santana / BA - Humildes Estrada Vicinal,  s/nº",https://www.portalzuk.com.br/imovel/ba/feira-de-santana/humildes/estrada-vicinal-s-nº/32875-200909,Conjunto Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Centro Rua Conselheiro Crispiniano,  105",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/rua-conselheiro-crispiniano-105/32877-200941,Salas Comerciais à venda,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200910,Imóvel Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Centro Rua Formosa,  367",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/rua-formosa-367/32877-200942,Imóvel Comercial à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Botafogo Rua Fernandes Guimarães,  25",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/botafogo/rua-fernandes-guimaraes-25/32875-200911,Sala Comercial à venda,,0,,,
Comercial / Industrial,"Piracicaba / SP - Caxambu Avenida Comendador Luciano Guidotti,  1070",https://www.portalzuk.com.br/imovel/sp/piracicaba/caxambu/avenida-comendador-luciano-guidotti-1070/32877-200943,Salas Comerciais à venda,,0,,,
Comercial / Industrial,"Brasília / DF - Guará Setor Sia Trecho 17, Via La 4,  s/nº","https://www.portalzuk.com.br/imovel/df/brasilia/guara/setor-sia-trecho-17,-via-la-4-s-nº/32877-200944",Imóvel Comercial à venda,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200912,Salas Comerciais à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Botafogo Rua Fernandes Guimarães,  25",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/botafogo/rua-fernandes-guimaraes-25/32875-200913,Imóvel Comercial à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Rio Branco,  37",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-rio-branco-37/32877-200945,Salas Comerciais à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Botafogo Rua Fernandes Guimarães,  25",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/botafogo/rua-fernandes-guimaraes-25/32875-200914,Imóvel Comercial à venda,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200915,Salas Comerciais à venda,,0,,,
Comercial / Industrial,"São Caetano do Sul / SP - Barcelona Avenida Goiás,  2621",https://www.portalzuk.com.br/imovel/sp/sao-caetano-do-sul/barcelona/avenida-goias-2621/32877-200947,www.portalzuk.com.br,,0,,,
Sala Comercial,"Itaboraí / RJ - Centro Avenida Vinte e Dois de Maio,  4845",https://www.portalzuk.com.br/imovel/rj/itaborai/centro/avenida-vinte-e-dois-de-maio-4845/32875-200916,Imóvel Comercial à venda,,0,,,
Comercial / Industrial,"Santos / SP - José Menino Avenida General Francisco Glicério,  551/555/557",https://www.portalzuk.com.br/imovel/sp/santos/jose-menino/avenida-general-francisco-glicerio-551-555-557/32877-200948,Imóvel Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Bela Vista Rua Doutor Penaforte Mendes,  160",https://www.portalzuk.com.br/imovel/sp/sao-paulo/bela-vista/rua-doutor-penaforte-mendes-160/32877-200949,Imóvel Comercial à venda,,0,,,
Comercial / Industrial,"São Paulo / SP - Jaguaré Avenida Corifeu de Azevedo Marques,  5118",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jaguare/avenida-corifeu-de-azevedo-marques-5118/32877-200951,Conjunto Comercial à venda,,0,,,
Comercial / Industrial,"São Carlos / SP - Centro Avenida São Carlos,  615",https://www.portalzuk.com.br/imovel/sp/sao-carlos/centro/avenida-sao-carlos-615/32877-200952,Prédio Comercial à venda,,0,,,
Comercial / Industrial,"Ribeirão Preto / SP - Jardim São Luiz Avenida Portugal,  1013/1017",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/jardim-sao-luiz/avenida-portugal-1013-1017/32877-200953,Imóvel Comercial à venda,,0,,,
Comercial / Industrial,"Rio de Janeiro / RJ - Jacarepaguá Estrada Tindiba,  2545",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/jacarepagua/estrada-tindiba-2545/32877-200954,Imóvel Comercial à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Rio Branco,  37",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-rio-branco-37/32877-200955,Imóvel Comercial à venda,,0,,,
Sala Comercial,"São Paulo / SP - Centro Rua Conselheiro Crispiniano,  105",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/rua-conselheiro-crispiniano-105/32877-200956,Imóvel Comercial à venda,,0,,,
Comercial / Industrial,"São Paulo / SP - Sé Largo Misericórdia,  24/30",https://www.portalzuk.com.br/imovel/sp/sao-paulo/se/largo-misericordia-24-30/32877-200957,Imóvel Comercial à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Rua Alfândega,  91",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/rua-alfandega-91/32877-200958,Prédio Comercial à venda,,0,,,
Comercial / Industrial,"São Paulo / SP - Jaguaré Avenida Corifeu de Azevedo Marques,  5084/5098/5112",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jaguare/avenida-corifeu-de-azevedo-marques-5084-5098-5112/32877-200959,Imóvel Comercial à venda,,0,,,
Comercial / Industrial,"São Paulo / SP - Penha Rua Verena,  197",https://www.portalzuk.com.br/imovel/sp/sao-paulo/penha/rua-verena-197/32877-200960,Conj. Comerciais à venda,,0,,,
Comercial / Industrial,"Rio de Janeiro / RJ - Centro Rua Alfândega,  21",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/rua-alfandega-21/32877-200961,www.portalzuk.com.br,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Rio Branco,  147",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-rio-branco-147/32877-200962,Conjunto Comercial à venda,,0,,,
Comercial / Industrial,"Campinas / SP - Parque Industrial Avenida Dona Maria Bibiana do Carmo,  305",https://www.portalzuk.com.br/imovel/sp/campinas/parque-industrial/avenida-dona-maria-bibiana-do-carmo-305/32877-200964,Conjunto Comercial à venda,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Rio Branco,  80",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-rio-branco-80/32877-203778,Chácara à venda em leilão,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Rio Branco,  80",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-rio-branco-80/32877-203779,Chácara à venda em leilão,,0,,,
Casa,"Itupeva / SP - Condomínio Fazenda Serra Azul Rua da Onça,  94",https://www.portalzuk.com.br/imovel/sp/itupeva/condominio-fazenda-serra-azul/rua-da-onca-94/32750-200290,Terreno à venda em leilão,,0,,,
Casa,"Itupeva / SP - Condomínio Fazenda Serra Azul Rua da Onça,  59",https://www.portalzuk.com.br/imovel/sp/itupeva/condominio-fazenda-serra-azul/rua-da-onca-59/32750-200291,Casa à venda em leilão,,0,,,
Comercial / Industrial,"Santana de Parnaíba / SP - Tamboré Alameda Europa,  1.206",https://www.portalzuk.com.br/imovel/sp/santana-de-parnaiba/tambore/alameda-europa-1.206/33100-202068,Chácara à venda em leilão,,0,,,
Comercial / Industrial,"São Paulo / SP - Jardim Marajoara Rua Dom Aguirre,  576",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-marajoara/rua-dom-aguirre-576/33100-202069,Chácara à venda em leilão,,0,,,
Terreno,"Macaé / RJ - Imbetiba Rua Abílio Moreira de Miranda,  111",https://www.portalzuk.com.br/imovel/rj/macae/imbetiba/rua-abilio-moreira-de-miranda-111/33270-203617,Terreno à venda em leilão,,0,,,
Chácara / Sítio,"São Pedro / SP - Alpes das Águas Avenida das Primaveras,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-pedro/alpes-das-aguas/avenida-das-primaveras-s-n/33352-204109,Sobrado à venda em leilão,,0,,,
Terreno,"Niterói / RJ - Várzea das Moças Avenida Central Ewerton Xavier,  S/n",https://www.portalzuk.com.br/imovel/rj/niteroi/varzea-das-mocas/avenida-central-ewerton-xavier-s-n/33352-204110,Sobrado à venda em leilão,,0,,,
Terreno,"Itapecerica da Serra / SP - Aldeinha Rodovia Régis Bittencourt Km 297,  S/n",https://www.portalzuk.com.br/imovel/sp/itapecerica-da-serra/aldeinha/rodovia-regis-bittencourt-km-297-s-n/33352-204111,Prédio Comercial à venda em leilão,,0,,,
Casa,"Teresina / PI - Ilhotas Rua Rio Grande do Sul,  440",https://www.portalzuk.com.br/imovel/pi/teresina/ilhotas/rua-rio-grande-do-sul-440/33352-204112,Terreno à venda em leilão,,0,,,
Sala Comercial,"Belo Horizonte / MG - Lourdes Avenida Álvares Cabral,  374",https://www.portalzuk.com.br/imovel/mg/belo-horizonte/lourdes/avenida-alvares-cabral-374/33352-204113,Flat à venda em leilão,,0,,,
Terreno,"São Bernardo do Campo / SP - Macucutu Estrada das Macaúbas,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-bernardo-do-campo/macucutu/estrada-das-macaubas-s-n/33352-204114,www.portalzuk.com.br,,0,,,
Área Rural,"Sorocaba / SP - Brigadeiro Tobias Avenida Francisco Roldão Sanches,  293",https://www.portalzuk.com.br/imovel/sp/sorocaba/brigadeiro-tobias/avenida-francisco-roldao-sanches-293/33394-204629,Apartamento à venda em leilão,,0,,,
Comercial / Industrial,"Sorocaba / SP - Centro Rua Doutor Braguinha,  376 e 378",https://www.portalzuk.com.br/imovel/sp/sorocaba/centro/rua-doutor-braguinha-376-e-378/33393-204628,Área Rural à venda em leilão,,0,,,
Terreno,"Jaboatão dos Guararapes / PE - Vargem Fria BR-232 - KM 19,  s/n",https://www.portalzuk.com.br/imovel/pe/jaboatao-dos-guararapes/vargem-fria/br_232-_-km-19-s-n/33470-205144,Casa à venda em leilão,,0,,,
Apartamento,"São Paulo / SP - Mirandópolis Rua dos Crisântemos,  33",https://www.portalzuk.com.br/imovel/sp/sao-paulo/mirandopolis/rua-dos-crisantemos-33/33469-205140,Casa à venda em leilão,,0,,,
Terreno,"Serra Talhada / PE - Fazenda Jazigo Rua A,  s/n",https://www.portalzuk.com.br/imovel/pe/serra-talhada/fazenda-jazigo/rua-a-s-n/33470-205145,Flat à venda em leilão,,0,,,
Apartamento,"São Paulo / SP - Mirandópolis Rua dos Crisântemos,  33",https://www.portalzuk.com.br/imovel/sp/sao-paulo/mirandopolis/rua-dos-crisantemos-33/33469-205141,Flat à venda em leilão,,0,,,
Apartamento,"Recife / PE - Iputinga Rua São Matues,  852",https://www.portalzuk.com.br/imovel/pe/recife/iputinga/rua-sao-matues-852/33470-205146,Flat à venda em leilão,,0,,,
Casa,"Nossa Senhora do Socorro / SE - Complexo Jardim Avenida Chesf,  96",https://www.portalzuk.com.br/imovel/se/nossa-senhora-do-socorro/complexo-jardim/avenida-chesf-96/33470-205147,Flat à venda em leilão,,0,,,
Apartamento,"São Paulo / SP - Mirandópolis Rua dos Crisântemos,  33",https://www.portalzuk.com.br/imovel/sp/sao-paulo/mirandopolis/rua-dos-crisantemos-33/33469-205142,Casa à venda em leilão,,0,,,
Terreno,"Itabaiana / SE - Marianga Rua C,  s/n",https://www.portalzuk.com.br/imovel/se/itabaiana/marianga/rua-c-s-n/33470-205148,Casa à venda em leilão,,0,,,
Apartamento,"São Paulo / SP - Mirandópolis Rua dos Crisântemos,  33",https://www.portalzuk.com.br/imovel/sp/sao-paulo/mirandopolis/rua-dos-crisantemos-33/33469-205143,Casa à venda em leilão,,0,,,
Casa,"Itabaiana / PB - Vista Alegre Rua Diva Campos Lira,  136",https://www.portalzuk.com.br/imovel/pb/itabaiana/vista-alegre/rua-diva-campos-lira-136/33470-205149,www.portalzuk.com.br,,0,,,
Casa,"Itabaiana / PB - Vista Alegre Rua Diva Campos Lira,  140",https://www.portalzuk.com.br/imovel/pb/itabaiana/vista-alegre/rua-diva-campos-lira-140/33470-205150,Casa à venda em leilão,,0,,,
Apartamento,"Salvador / BA - São Cristóvão Avenida Luís Viana Filho,  13223",https://www.portalzuk.com.br/imovel/ba/salvador/sao-cristovao/avenida-luis-viana-filho-13223/33470-205151,Terreno à venda em leilão,,0,,,
Casa,"Salvador / BA - Iapi Rua Dr. Odilon Machado,  438",https://www.portalzuk.com.br/imovel/ba/salvador/iapi/rua-dr.-odilon-machado-438/33470-205152,Casa à venda em leilão,,0,,,
Comercial / Industrial,"Fortaleza / CE - Cristo Redentor Rua Lucas Pinto,  38",https://www.portalzuk.com.br/imovel/ce/fortaleza/cristo-redentor/rua-lucas-pinto-38/33470-205153,Casa à venda em leilão,,0,,,
Casa,"Lagarto / SE - Libórios Rua Antônio Bispo de Campos,  93",https://www.portalzuk.com.br/imovel/se/lagarto/liborios/rua-antonio-bispo-de-campos-93/33470-205154,Terreno à venda em leilão,,0,,,
Terreno,"Camaçari / BA - Cascalheira Rua Silva,  s/n",https://www.portalzuk.com.br/imovel/ba/camacari/cascalheira/rua-silva-s-n/33470-205155,Terreno à venda em leilão,,0,,,
Casa,"Tauá / CE - José Aragão Freitas Rua Maria Socorro Medeiros,  128",https://www.portalzuk.com.br/imovel/ce/taua/jose-aragao-freitas/rua-maria-socorro-medeiros-128/33470-205156,Terreno à venda em leilão,,0,,,
Casa,"Serra do Mel / RN - Zona Rural Vila Espírito Santo,  s/n",https://www.portalzuk.com.br/imovel/rn/serra-do-mel/zona-rural/vila-espirito-santo-s-n/33470-205157,www.portalzuk.com.br,,0,,,
Terreno,"Pacajus / CE - Curimatã Rua E,  s/n",https://www.portalzuk.com.br/imovel/ce/pacajus/curimata/rua-e-s-n/33470-205158,Casa à venda em leilão,,0,,,
Terreno,"Pacajus / CE - Curimatã Rua G,  s/n",https://www.portalzuk.com.br/imovel/ce/pacajus/curimata/rua-g-s-n/33470-205159,Casa à venda em leilão,,0,,,
Casa,"Vitória da Conquista / BA - Ibirapuera Avenida Jequié,  710",https://www.portalzuk.com.br/imovel/ba/vitoria-da-conquista/ibirapuera/avenida-jequie-710/33470-205160,Terreno à venda em leilão,,0,,,
Casa,"Magalhães de Almeida / MA - Centro Rua Eda F. dos Santos,  s/n",https://www.portalzuk.com.br/imovel/ma/magalhaes-de-almeida/centro/rua-eda-f.-dos-santos-s-n/33470-205161,Casa à venda em leilão,,0,,,
Apartamento,"Aracaju / SE - Salgado Filho Rua Urquiza Leal,  140",https://www.portalzuk.com.br/imovel/se/aracaju/salgado-filho/rua-urquiza-leal-140/33470-205162,Apartamento à venda em leilão,,0,,,
Terreno,"São Gonçalo do Amarante / RN - Loteamento Capela São José Avenida Antônio Chaves,  s/n",https://www.portalzuk.com.br/imovel/rn/sao-goncalo-do-amarante/loteamento-capela-sao-jose/avenida-antonio-chaves-s-n/33470-205163,Casa à venda em leilão,,0,,,
Terreno,"São Gonçalo do Amarante / RN - Loteamento Capela São José Avenida Antônio Chaves,  s/n",https://www.portalzuk.com.br/imovel/rn/sao-goncalo-do-amarante/loteamento-capela-sao-jose/avenida-antonio-chaves-s-n/33470-205164,Casa à venda em leilão,,0,,,
Sala Comercial,"São Paulo / SP - Itaim Bibi Rua Tabapuã,  81",https://www.portalzuk.com.br/imovel/sp/sao-paulo/itaim-bibi/rua-tabapua-81/33490-205212,Casa à venda em leilão,,0,,,
Apartamento,"Maceió / AL - Pajuçara Rua Jangadeiros Alagoanos,  1417",https://www.portalzuk.com.br/imovel/al/maceio/pajucara/rua-jangadeiros-alagoanos-1417/33490-205213,Casa à venda em leilão,,0,,,
Apartamento,"Campina Grande / PB - Jardim Tavares Rua Manoel Elias Araújo,  70",https://www.portalzuk.com.br/imovel/pb/campina-grande/jardim-tavares/rua-manoel-elias-araujo-70/33490-205214,Casa à venda em leilão,,0,,,
Sala Comercial,"Rio de Janeiro / RJ - Centro Avenida Rio Branco,  99/99A",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/centro/avenida-rio-branco-99-99a/33490-205215,Casa à venda em leilão,,0,,,
Casa,"Guarujá / SP - Jardim Acapulco Rua Nicolau Vitiello,  717",https://www.portalzuk.com.br/imovel/sp/guaruja/jardim-acapulco/rua-nicolau-vitiello-717/33490-205216,Casa à venda em leilão,,0,,,
Casa,"São Paulo / SP - Pacaembu Rua Heitor de Morais,  620",https://www.portalzuk.com.br/imovel/sp/sao-paulo/pacaembu/rua-heitor-de-morais-620/33501-205282,Casa à venda em leilão,,0,,,
Casa,"Campo Grande / MS - Vila Alba Rua Vespasiano Martins,  32",https://www.portalzuk.com.br/imovel/ms/campo-grande/vila-alba/rua-vespasiano-martins-32/33518-205450,Apartamento à venda em leilão,,0,,,
