tipo_imovel,rotulo,endereco,Link,Valor (R$),Data,Matrícula,Ocupação,leiloeiro,Descrição do imóvel,Formas de Pagamento,Direito de Preferência,Observações Gerais,Comentários,Direitos do Compromissário,Link do Processo Judicial,Visitação,Foto_1,Foto_2,Foto_3,Foto_4,Foto_5,Foto_6,Foto_7,Foto_8,Foto_9,Foto_10,Foto_11,Foto_12,Foto_13,Foto_14,Foto_15,Foto_16,Foto_17,Foto_18,Foto_19,Foto_20,Foto_21,Foto_22,Foto_23,Foto_24,Foto_25,Foto_26,Foto_27,Foto_28,Foto_29,Foto_30,Foto_31,Foto_32,Foto_33,Foto_34,Total_Fotos,Andar,ErroDetalhamento,Metragem construída,Metragem terreno,Metragem total,Metragem útil,Quartos,Vagas
Apartamento,1º leilão,"Bragança Paulista / SP - Bom Retiro Estrada Mauro de Próspero,  1100",https://www.portalzuk.com.br/imovel/sp/braganca-paulista/bom-retiro/estrada-mauro-de-prospero-1100/33517-205448,576527.07,16/07/2025 às 13:40,"74.217 do 1º CRI -  Bragança Paulista/SP
                                      -  Nº Contribuinte: 3000411001302020044",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Apartamento 44 com 3 dormitórios (sendo 1 suíte), localizado na Torre II do Condomínio Residencial Jardins de Bragança, situado à  Estrada Mauro de Próspero, 1100, Bom Retiro, Área Privativa 72,30m², Área Total 164,32m² (conf. IPTU do imóvel), Matrícula 74.217 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$ 4.087,60 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$ 4.087,60 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/a79cad6c549d43e43dfdbc818c9692d4.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/a79cad6c549d43e43dfdbc818c9692d4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"164,32m²","72,30m²",3,
Apartamento,2º leilão,"Bragança Paulista / SP - Bom Retiro Estrada Mauro de Próspero,  1100",https://www.portalzuk.com.br/imovel/sp/braganca-paulista/bom-retiro/estrada-mauro-de-prospero-1100/33517-205448,345916.2440,05/08/2025 às 13:40,"74.217 do 1º CRI -  Bragança Paulista/SP
                                      -  Nº Contribuinte: 3000411001302020044",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Apartamento 44 com 3 dormitórios (sendo 1 suíte), localizado na Torre II do Condomínio Residencial Jardins de Bragança, situado à  Estrada Mauro de Próspero, 1100, Bom Retiro, Área Privativa 72,30m², Área Total 164,32m² (conf. IPTU do imóvel), Matrícula 74.217 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$ 4.087,60 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$ 4.087,60 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/a79cad6c549d43e43dfdbc818c9692d4.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/a79cad6c549d43e43dfdbc818c9692d4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"164,32m²","72,30m²",3,
Sala Comercial,1º leilão,"Bragança Paulista / SP - Centro Rua Coronel João Leme,  286",https://www.portalzuk.com.br/imovel/sp/braganca-paulista/centro/rua-coronel-joao-leme-286/33517-205449,231640.34,16/07/2025 às 13:43,"63.686 do 1º CRI -  Bragança Paulista/SP
                                      -  Nº Contribuinte: 3070102000802360108",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Sala Comercial nº 13, localizada no 1º andar, com 1 vaga de garagem nº13, Edifício Santo Antônio, situado à Rua Coronel João Leme, 286, Centro, Área Útil 64,44m², Matrícula 63.686 e 63.687 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$7.599,05 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$7.599,05 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/9b457f86d1b577aa8895c99e5025d71c.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/825eeb7b08bd75a8165f66a5c93f3d4c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"64,44m²",,1
Sala Comercial,2º leilão,"Bragança Paulista / SP - Centro Rua Coronel João Leme,  286",https://www.portalzuk.com.br/imovel/sp/braganca-paulista/centro/rua-coronel-joao-leme-286/33517-205449,138984.2040,05/08/2025 às 13:43,"63.686 do 1º CRI -  Bragança Paulista/SP
                                      -  Nº Contribuinte: 3070102000802360108",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Sala Comercial nº 13, localizada no 1º andar, com 1 vaga de garagem nº13, Edifício Santo Antônio, situado à Rua Coronel João Leme, 286, Centro, Área Útil 64,44m², Matrícula 63.686 e 63.687 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$7.599,05 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos, com preferência do IPTU e posteriormente os demais credores (ainda não definida pelo Juiz da causa a ordem de pagamento, e possibilidade de prioridade do Crédito do Condomínio em face dos demais), e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante:Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$7.599,05 (até 12/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/9b457f86d1b577aa8895c99e5025d71c.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/825eeb7b08bd75a8165f66a5c93f3d4c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"64,44m²",,1
Casa,1º leilão,"Bragança Paulista / SP - Jardim Iguatemi Rua Armando dos Santos,  150",https://www.portalzuk.com.br/imovel/sp/braganca-paulista/jardim-iguatemi/rua-armando-dos-santos-150/33519-205451,322255.54,16/07/2025 às 13:50,"45.576 do 1º CRI -  Bragança Paulista/SP
                                      -  Nº Contribuinte: 1000054000800400000",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Imóvel com 3 casas, situadas à Rua Armando dos Santos, 150, Jardim Iguatemi, Área Terreno 250m², Área Construída 131m² (conf. laudo de avaliação), Matrícula 45.576 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 03/05/2025 sobre o Imóvel recaem R$ 5.430,09 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 03/05/2025 sobre o Imóvel recaem R$ 5.430,09 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/a0dc5d5ac777ac0d7b21c88a8dc75973.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/a0dc5d5ac777ac0d7b21c88a8dc75973.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"131,00m²","250,00m²",,,,
Casa,2º leilão,"Bragança Paulista / SP - Jardim Iguatemi Rua Armando dos Santos,  150",https://www.portalzuk.com.br/imovel/sp/braganca-paulista/jardim-iguatemi/rua-armando-dos-santos-150/33519-205451,193353.3240,05/08/2025 às 13:50,"45.576 do 1º CRI -  Bragança Paulista/SP
                                      -  Nº Contribuinte: 1000054000800400000",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Imóvel com 3 casas, situadas à Rua Armando dos Santos, 150, Jardim Iguatemi, Área Terreno 250m², Área Construída 131m² (conf. laudo de avaliação), Matrícula 45.576 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 03/05/2025 sobre o Imóvel recaem R$ 5.430,09 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 03/05/2025 sobre o Imóvel recaem R$ 5.430,09 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/a0dc5d5ac777ac0d7b21c88a8dc75973.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/a0dc5d5ac777ac0d7b21c88a8dc75973.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"131,00m²","250,00m²",,,,
Apartamento,1º leilão,"São Paulo / SP - Jardim Textil Rua Angoera,  29",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-textil/rua-angoera-29/33345-204078,949948.12,26/06/2025 às 14:00,"245.768 do 9º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 05514001075",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Apartamento Duplex 122, localizado nos andares 12º e 13º, com 2 vagas de garagem, Edifício Vida e Fantasia, situado à Rua Angoera, 29, Jardim Textil, Área Privativa 110,67m², Área Total 189,82m², Matrícula 245.768 do 09º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$407.993,81 até 06/2025. Valor mensal do condomínio: R$ 1.123, 25 + R$ 56,17 de fundo de reserva.Débitos IPTU/Pref.: R$ 59.459,01 (até 05/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$407.993,81 até 06/2025. Valor mensal do condomínio: R$ 1.123, 25 + R$ 56,17 de fundo de reserva.Débitos IPTU/Pref.: R$ 59.459,01 (até 05/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/f760387a829abcea0aaaa5f352b090a7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/b594325fc35aa498ccf570a9a2074dce.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"189,82m²","110,67m²",,2
Apartamento,2º leilão,"São Paulo / SP - Jardim Textil Rua Angoera,  29",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-textil/rua-angoera-29/33345-204078,571450.7940,16/07/2025 às 14:00,"245.768 do 9º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 05514001075",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Apartamento Duplex 122, localizado nos andares 12º e 13º, com 2 vagas de garagem, Edifício Vida e Fantasia, situado à Rua Angoera, 29, Jardim Textil, Área Privativa 110,67m², Área Total 189,82m², Matrícula 245.768 do 09º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$407.993,81 até 06/2025. Valor mensal do condomínio: R$ 1.123, 25 + R$ 56,17 de fundo de reserva.Débitos IPTU/Pref.: R$ 59.459,01 (até 05/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$407.993,81 até 06/2025. Valor mensal do condomínio: R$ 1.123, 25 + R$ 56,17 de fundo de reserva.Débitos IPTU/Pref.: R$ 59.459,01 (até 05/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/f760387a829abcea0aaaa5f352b090a7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/b594325fc35aa498ccf570a9a2074dce.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"189,82m²","110,67m²",,2
Casa,1º leilão,"São Paulo / SP - Tatuapé Rua Marquês de Aracati,  62",https://www.portalzuk.com.br/imovel/sp/sao-paulo/tatuape/rua-marques-de-aracati-62/33528-205546,976063.27,16/07/2025 às 14:30,"6.945 do 9º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 05405500402",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Sobrado com 3 dormitórios (sendo 1 suíte) e 1 vaga de garagem, situado à Rua Marquês de Aracati, 62, Tatuapé, Área Terreno 105,26m² (estimada), Área Construída 132m² (conf. laudo de avaliação), Matrícula 6.945 do 09º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 21/05/2025 sobre o Imóvel recaem R$ 63.676,81 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 21/05/2025 sobre o Imóvel recaem R$ 63.676,81 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/802f2aabc3bd5342decd509a0590f610.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/8422ee52e508e7b28ca0a10bf9bb4e9d.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"132,00m²","105,26m²",,,3,1
Casa,2º leilão,"São Paulo / SP - Tatuapé Rua Marquês de Aracati,  62",https://www.portalzuk.com.br/imovel/sp/sao-paulo/tatuape/rua-marques-de-aracati-62/33528-205546,585637.9640,05/08/2025 às 14:30,"6.945 do 9º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 05405500402",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Sobrado com 3 dormitórios (sendo 1 suíte) e 1 vaga de garagem, situado à Rua Marquês de Aracati, 62, Tatuapé, Área Terreno 105,26m² (estimada), Área Construída 132m² (conf. laudo de avaliação), Matrícula 6.945 do 09º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 21/05/2025 sobre o Imóvel recaem R$ 63.676,81 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 21/05/2025 sobre o Imóvel recaem R$ 63.676,81 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/802f2aabc3bd5342decd509a0590f610.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/8422ee52e508e7b28ca0a10bf9bb4e9d.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"132,00m²","105,26m²",,,3,1
