tipo_imovel,rotulo,endereco,Link,Valor (R$),Data,Matrícula,Ocupação,leiloeiro,Descrição do imóvel,Formas de Pagamento,Direito de Preferência,Observações Gerais,Comentários,Direitos do Compromissário,Link do Processo Judicial,Visitação,Foto_1,Foto_2,Foto_3,Foto_4,Foto_5,Foto_6,Foto_7,Foto_8,Foto_9,Foto_10,Foto_11,Foto_12,Foto_13,Foto_14,Foto_15,Foto_16,Foto_17,Foto_18,Foto_19,Foto_20,Foto_21,Foto_22,Foto_23,Foto_24,Foto_25,Foto_26,Foto_27,Foto_28,Foto_29,Foto_30,Foto_31,Foto_32,Foto_33,Foto_34,Total_Fotos,Andar,ErroDetalhamento,Metragem construída,Metragem terreno,Metragem total,Metragem útil,Quartos,Vagas
Apartamento,1º leilão,"Ipojuca / PE - Muro Alto Estrada do Muro Alto,  S/n",https://www.portalzuk.com.br/imovel/pe/ipojuca/muro-alto/estrada-do-muro-alto-s-n/33521-205709,1354223.52,16/07/2025 às 11:01,7.642 do 1º CRI -  Ipojuca/SP,Este imóvel encontra-se ocupado no momento.,Itaú Unibanco S.A,"Apartamento nº 004 (quatro), do tipo B, da Vila Anchova, integrante do empreendimento imobiliário denominado Nannai Residence, situado na Praia de Muro Alto, no Município de Ipojuca/PE, constituído por terraço, salas de estar e jantar, kit, WC banheiro e suíte (quarto e WC-banheiro) e 1 (uma) vaga privativa para estacionamento de automóvel do tipo passeio (porte médio) com área privativa de 60,00m²; área comum de 87,55m² e área total de 147,55m², correspondendo-lhe uma fração ideal equivalente a 0,004217 (zero vírgula zero zero quatro dois um sete), do terreno em parte própria e parte de marinha onde assenta o citado empreendimento, que é constituído da Área C, objeto do desmembramento e remembramento de parte da Gleba 7-A, medindo 6.568,12m², e de parte da Gleba 7-B, medindo 24.458,35m², estas oriundas do desmembramento da Gleba 7, da área C, da Fazenda Merepe, situada no Município de Ipojuca/PE, totalizando uma área de 31.026,47m²; limitando-se a dito terreno, ao Norte, com Alameda e área remanescente Merepe C (lote 1); ao Sul, com área B, resultante do desmembramento de parte da Gleba 7-A e de parte da Gleba 7-B; Leste, com o Oceano Atlântico; e a Oeste, com Alameda e área remanescente do Merepe C (lote7-A). Conforme Av.11, o imóvel está situado na Estrada de Muro Alto, s/nº, Muro Alto. Imóvel objeto da matrícula nº 7.642 do Ofício Único de Registro de Imóveis de Ipojuca/PE.Ver mais",À Vista e sem desconto.,,"Imóvel Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 da lei 9.514/97.","Imóvel Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 da lei 9.514/97.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-itau,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/f844502a63319357dc3f02bc8a8ffda9.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/f844502a63319357dc3f02bc8a8ffda9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"147,55m²","60,00m²",,
Apartamento,2º leilão,"Ipojuca / PE - Muro Alto Estrada do Muro Alto,  S/n",https://www.portalzuk.com.br/imovel/pe/ipojuca/muro-alto/estrada-do-muro-alto-s-n/33521-205709,795284.5941,30/07/2025 às 11:01,7.642 do 1º CRI -  Ipojuca/SP,Este imóvel encontra-se ocupado no momento.,Itaú Unibanco S.A,"Apartamento nº 004 (quatro), do tipo B, da Vila Anchova, integrante do empreendimento imobiliário denominado Nannai Residence, situado na Praia de Muro Alto, no Município de Ipojuca/PE, constituído por terraço, salas de estar e jantar, kit, WC banheiro e suíte (quarto e WC-banheiro) e 1 (uma) vaga privativa para estacionamento de automóvel do tipo passeio (porte médio) com área privativa de 60,00m²; área comum de 87,55m² e área total de 147,55m², correspondendo-lhe uma fração ideal equivalente a 0,004217 (zero vírgula zero zero quatro dois um sete), do terreno em parte própria e parte de marinha onde assenta o citado empreendimento, que é constituído da Área C, objeto do desmembramento e remembramento de parte da Gleba 7-A, medindo 6.568,12m², e de parte da Gleba 7-B, medindo 24.458,35m², estas oriundas do desmembramento da Gleba 7, da área C, da Fazenda Merepe, situada no Município de Ipojuca/PE, totalizando uma área de 31.026,47m²; limitando-se a dito terreno, ao Norte, com Alameda e área remanescente Merepe C (lote 1); ao Sul, com área B, resultante do desmembramento de parte da Gleba 7-A e de parte da Gleba 7-B; Leste, com o Oceano Atlântico; e a Oeste, com Alameda e área remanescente do Merepe C (lote7-A). Conforme Av.11, o imóvel está situado na Estrada de Muro Alto, s/nº, Muro Alto. Imóvel objeto da matrícula nº 7.642 do Ofício Único de Registro de Imóveis de Ipojuca/PE.Ver mais",À Vista e sem desconto.,,"Imóvel Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 da lei 9.514/97.","Imóvel Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 da lei 9.514/97.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-itau,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/07/f844502a63319357dc3f02bc8a8ffda9.jpg,https://imagens.portalzuk.com.br/detalhe/2025/07/f844502a63319357dc3f02bc8a8ffda9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"147,55m²","60,00m²",,
Apartamento,1º leilão,"São Paulo / SP - Santa Efigênia Rua Vinte e Cinco de Março,  1286",https://www.portalzuk.com.br/imovel/sp/sao-paulo/santa-efigenia/rua-vinte-e-cinco-de-marco-1286/33256-203556,652456.58,26/06/2025 às 11:30,"50.901 do 05º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 00103200649",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Apartamento 41 com 3 dormitórios, localizado no 4º andar, Edifício Ingá, situado à Rua Vinte e Cinco de Março, 1286, Santa Efigênia, Área Total 107,15m² (conf. laudo de avaliação), Matrícula 50.901 do 05º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) O arrematante arcará com os débitos pendentes que recaiam sobre o bem, exceto os decorrentes de débitos fiscais e tributários (CTN, art. 130, p.u.) e, no caso de imóveis, os débitos condominiais, os quais ficam sub-rogados no preço da arrematação.Débitos Condomínio: R$ 119.056,28 (09/2024 - Fls. 466-480).Débitos IPTU/Pref.: R$ 35.211,64 (até 02/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) O arrematante arcará com os débitos pendentes que recaiam sobre o bem, exceto os decorrentes de débitos fiscais e tributários (CTN, art. 130, p.u.) e, no caso de imóveis, os débitos condominiais, os quais ficam sub-rogados no preço da arrematação.Débitos Condomínio: R$ 119.056,28 (09/2024 - Fls. 466-480).Débitos IPTU/Pref.: R$ 35.211,64 (até 02/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/615af575653cc1f20de59753c6d631e6.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/1b157ef2d56a08c2bb62e82b5cdcd91d.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/d17a8e773516e3da7b90e2cc2fdcca88.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/ebc900806215da638cf367a039ed2b84.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/a2fdf59d2af68d4bfa428343fcc998d7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/0b6acf69d916aad7c5d6068e9d47f875.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/04095f220f92a84565e4c7e09e9fb8b3.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/234a1bb4c3369647817bdefc7342e3b8.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/97cbd112b16f3c2d4824c9eaa024e7c7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/3d6275447ef6d66da792046009a88196.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/613c324cda4d6350de1bc96cdb354a5a.jpg,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,"107,15m²",,3,
Apartamento,2º leilão,"São Paulo / SP - Santa Efigênia Rua Vinte e Cinco de Março,  1286",https://www.portalzuk.com.br/imovel/sp/sao-paulo/santa-efigenia/rua-vinte-e-cinco-de-marco-1286/33256-203556,392491.7840,16/07/2025 às 11:30,"50.901 do 05º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 00103200649",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Apartamento 41 com 3 dormitórios, localizado no 4º andar, Edifício Ingá, situado à Rua Vinte e Cinco de Março, 1286, Santa Efigênia, Área Total 107,15m² (conf. laudo de avaliação), Matrícula 50.901 do 05º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) O arrematante arcará com os débitos pendentes que recaiam sobre o bem, exceto os decorrentes de débitos fiscais e tributários (CTN, art. 130, p.u.) e, no caso de imóveis, os débitos condominiais, os quais ficam sub-rogados no preço da arrematação.Débitos Condomínio: R$ 119.056,28 (09/2024 - Fls. 466-480).Débitos IPTU/Pref.: R$ 35.211,64 (até 02/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) O arrematante arcará com os débitos pendentes que recaiam sobre o bem, exceto os decorrentes de débitos fiscais e tributários (CTN, art. 130, p.u.) e, no caso de imóveis, os débitos condominiais, os quais ficam sub-rogados no preço da arrematação.Débitos Condomínio: R$ 119.056,28 (09/2024 - Fls. 466-480).Débitos IPTU/Pref.: R$ 35.211,64 (até 02/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/615af575653cc1f20de59753c6d631e6.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/1b157ef2d56a08c2bb62e82b5cdcd91d.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/d17a8e773516e3da7b90e2cc2fdcca88.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/ebc900806215da638cf367a039ed2b84.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/a2fdf59d2af68d4bfa428343fcc998d7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/0b6acf69d916aad7c5d6068e9d47f875.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/04095f220f92a84565e4c7e09e9fb8b3.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/234a1bb4c3369647817bdefc7342e3b8.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/97cbd112b16f3c2d4824c9eaa024e7c7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/3d6275447ef6d66da792046009a88196.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/613c324cda4d6350de1bc96cdb354a5a.jpg,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,"107,15m²",,3,
Casa,1º leilão,"Itapetininga / SP - Jardim Monte Santo Rua Luiz Riberto,  58",https://www.portalzuk.com.br/imovel/sp/itapetininga/jardim-monte-santo/rua-luiz-riberto-58/33258-203561,381542.16,26/06/2025 às 11:40,"27.972 do 1º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 06230080221001",Este imóvel encontra-se ocupado no momento.,Judicial de São Paulo - TJSP,"Imóvel de Uso Misto (residencial/comercial), situado à Rua Luiz Riberto, 58, Jardim Monte Santo, Área Terreno 296,50m², Área Construída 209m² (conf. laudo de avaliação), Matrícula 27.972 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 09/10/2024 sobre o Imóvel recaem R$ 16.670,70 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 09/10/2024 sobre o Imóvel recaem R$ 16.670,70 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/05/4b8c822c676b580a6d298737ae19d498.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/2aaec40e43722ee0ddb93eb3bdaca47f.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/989c8aad99168458a9d170c14ce908b7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/358c4787b1692e18efd177ea8d3e902a.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/c9bc74ba3b1f9b5091a6122693832d00.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"209,00m²","296,50m²",,,,
Casa,2º leilão,"Itapetininga / SP - Jardim Monte Santo Rua Luiz Riberto,  58",https://www.portalzuk.com.br/imovel/sp/itapetininga/jardim-monte-santo/rua-luiz-riberto-58/33258-203561,191267.0850,16/07/2025 às 11:40,"27.972 do 1º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 06230080221001",Este imóvel encontra-se ocupado no momento.,Judicial de São Paulo - TJSP,"Imóvel de Uso Misto (residencial/comercial), situado à Rua Luiz Riberto, 58, Jardim Monte Santo, Área Terreno 296,50m², Área Construída 209m² (conf. laudo de avaliação), Matrícula 27.972 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 09/10/2024 sobre o Imóvel recaem R$ 16.670,70 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 09/10/2024 sobre o Imóvel recaem R$ 16.670,70 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/05/4b8c822c676b580a6d298737ae19d498.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/2aaec40e43722ee0ddb93eb3bdaca47f.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/989c8aad99168458a9d170c14ce908b7.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/358c4787b1692e18efd177ea8d3e902a.jpg,https://imagens.portalzuk.com.br/detalhe/2025/05/c9bc74ba3b1f9b5091a6122693832d00.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,"209,00m²","296,50m²",,,,
Apartamento,1º leilão,"São Paulo / SP - Vila Chabilândia Rua Cruz do Espírito Santo,  854",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-chabilandia/rua-cruz-do-espirito-santo-854/33325-203871,62031.63,26/06/2025 às 11:40,"174.858 do 7º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 11501802886",Este imóvel encontra-se ocupado no momento.,Judicial de São Paulo - TJSP,"Direitos do Fiduciante - Apartamento 402, localizado no Bloco 7, com 1 vaga de garagem nº 219, Condomínio Cittá Vida Bela, situado à Rua Cruz do Espírito Santo, 854, Vila Chabilândia, Área Privativa 42,50m², Área Total 86,54m², Matrícula 174.858 do 07º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 6.498,12.Débitos IPTU/Pref.: Sem Débitos (até 20/04/20252) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme fls. 328/330 dos autos, o saldo devedor junto à credora fiduciária Caixa Econômica Federal - CEF é de R$ 44.749,65, atualizado até 12/11/2024.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 6.498,12.Débitos IPTU/Pref.: Sem Débitos (até 20/04/20252) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme fls. 328/330 dos autos, o saldo devedor junto à credora fiduciária Caixa Econômica Federal - CEF é de R$ 44.749,65, atualizado até 12/11/2024.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/8e6e1a1e1ba0c8f8b8df2724f64ba1e0.jpg,https://imagens.portalzuk.com.br/detalhe/2025/06/65752ff90606041ea9643a9d05a33bba.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"86,54m²","42,50m²",,1
Apartamento,2º leilão,"São Paulo / SP - Vila Chabilândia Rua Cruz do Espírito Santo,  854",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-chabilandia/rua-cruz-do-espirito-santo-854/33325-203871,37218.9840,16/07/2025 às 11:40,"174.858 do 7º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 11501802886",Este imóvel encontra-se ocupado no momento.,Judicial de São Paulo - TJSP,"Direitos do Fiduciante - Apartamento 402, localizado no Bloco 7, com 1 vaga de garagem nº 219, Condomínio Cittá Vida Bela, situado à Rua Cruz do Espírito Santo, 854, Vila Chabilândia, Área Privativa 42,50m², Área Total 86,54m², Matrícula 174.858 do 07º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 6.498,12.Débitos IPTU/Pref.: Sem Débitos (até 20/04/20252) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme fls. 328/330 dos autos, o saldo devedor junto à credora fiduciária Caixa Econômica Federal - CEF é de R$ 44.749,65, atualizado até 12/11/2024.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 6.498,12.Débitos IPTU/Pref.: Sem Débitos (até 20/04/20252) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme fls. 328/330 dos autos, o saldo devedor junto à credora fiduciária Caixa Econômica Federal - CEF é de R$ 44.749,65, atualizado até 12/11/2024.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/8e6e1a1e1ba0c8f8b8df2724f64ba1e0.jpg,https://imagens.portalzuk.com.br/detalhe/2025/06/65752ff90606041ea9643a9d05a33bba.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"86,54m²","42,50m²",,1
Casa,1º leilão,"Araçatuba / SP - Guanabara Rua Ex-Vereador Seme Abrão,  552",https://www.portalzuk.com.br/imovel/sp/aracatuba/guanabara/rua-ex_vereador-seme-abrao-552/33479-205178,131813.43,16/07/2025 às 11:50,"11.844 do 01º CRI -  Araçatuba/SP
                                      -  Nº Contribuinte: 3120011001601220100",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Casa com 2 dormitórios, situada à Rua Ex-Vereador Seme Abrão, 552, Guanabara, Área Terreno 345,40m², Área Construída 73,63m² (conf. laudo de avaliação), Matrícula 11.844 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/809501967e470663e1525211fc5cde29.jpg,https://imagens.portalzuk.com.br/detalhe/2025/06/4aed11fdd12fdc9a63eba1da80c2a624.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"73,63m²","345,40m²",,,2,
Casa,2º leilão,"Araçatuba / SP - Guanabara Rua Ex-Vereador Seme Abrão,  552",https://www.portalzuk.com.br/imovel/sp/aracatuba/guanabara/rua-ex_vereador-seme-abrao-552/33479-205178,79088.0640,05/08/2025 às 11:50,"11.844 do 01º CRI -  Araçatuba/SP
                                      -  Nº Contribuinte: 3120011001601220100",Este imóvel encontra-se ocupado no momento.,Erro de requisição,"Casa com 2 dormitórios, situada à Rua Ex-Vereador Seme Abrão, 552, Guanabara, Área Terreno 345,40m², Área Construída 73,63m² (conf. laudo de avaliação), Matrícula 11.844 do 01º CRI Local.",À vista (não admite utilização de carta de crédito).,"Caso exista interesse no exercício da preferência durante a disputa, conferir atentamente as informações constantes na seção ""DIREITO DE PREFERÊNCIA"" no edital do leilão do respectivo lote (CPC, art. 892, § 2o e 843, § 1o).","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,Não há visitação,https://imagens.portalzuk.com.br/detalhe/2025/06/809501967e470663e1525211fc5cde29.jpg,https://imagens.portalzuk.com.br/detalhe/2025/06/4aed11fdd12fdc9a63eba1da80c2a624.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"73,63m²","345,40m²",,,2,
